playlist_id,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,num_of_songs,playlist_songs_id
52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"[81008804, 81129251, 80712997, 81657800, 81039247, 81140178, 77219520, 81092285, 80951463, 57794517, 19170913, 81052630, 81009742, 80944631, 80347499, 81026022, 81212646, 81196569, 81183605, 81152393, 81220809, 81115571, 81210540, 81158190, 80889597, 80800836, 81003387, 81211305, 81129466, 81128508, 81056310, 81014246, 81194631, 81139949, 81009744, 81191681, 80922279, 81202886]"
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,"[80945219, 45862729, 81218718, 54782759, 80588342, 71296840, 16158473, 16128875, 80966540, 81104056, 80804980, 56775074, 56775095, 16264978, 47596241, 80660357, 80855944, 80802216, 50549481, 81128456, 81002594, 81086718, 16164705, 59578716, 80868617, 66937926, 74044998, 80994018, 53730086, 38956562, 42362393, 80883935, 81210887, 81206973, 81075346, 80588339, 33276079, 80032818, 56550521, 80800575]"
54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"[61229993, 41678688, 16660298, 16396003, 40134267, 80928734, 16359403, 16357076, 80610692, 16409106, 44214964, 16579053, 16638687, 81114971, 21107032, 16638377]"
57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"[43120490, 16672672, 16648589, 16672926, 16674645, 16631891, 42513818, 16674672, 16585639, 39345832, 16631865, 33674733, 16373604, 16349505, 80650965, 16629946, 16575395, 16616213, 16585397, 16649350, 16574832, 16596629, 16552051, 16567946, 45309022, 33718980, 16651204, 16349904, 80629037, 16573366, 16606748, 16639528, 16605803, 16604645, 16619601, 16365409, 16559788, 16637651, 43706623, 16589448, 16560481, 16559217, 76204129, 16660288, 16622778, 16569233, 16559656]"
58,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,"[81181607, 81085448, 81077047, 80975209, 81159145, 80983108, 80777262, 81198574, 80900995, 81154564, 81099592, 80994428, 80888952, 80971620, 80549677, 81211531, 81192805, 81198294, 81012811, 81102307, 81116232, 81062385, 81058445, 80047578, 81190180, 80909709, 81076177, 81139213, 80796164, 81197380, 81062903, 80994063, 81122569, 81118532, 81062343, 80815241, 81031634, 81174602, 80878061, 81070033, 81191564]"
59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40,"[16254657, 16245675, 16250009, 16239304, 16250659, 16245666, 16157200, 16250135, 16265572, 45862731, 16235996, 16250261, 16098865, 16267958, 16260126, 16251014, 16246277, 16273118, 80849779, 16250859, 16269521, 16254156, 16238699, 16249943, 16245358, 16262691, 16261744, 16250830, 16241481, 16255172, 58118435, 46498742, 16185356, 16185714, 80260884, 16261697, 16252965, 16150234, 16258911, 16266001]"
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"[80950484, 71016897, 45010275, 66433891, 80640637, 66929065, 74165794, 80581877, 16587030, 71808168, 16421840, 16399276, 46640927, 16466815, 50562308, 57750920, 54122816, 71016846]"
64,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,"[16598129, 69082904, 16575904, 52931887, 80670309, 57516219, 81179267, 16330700, 80848988, 16328527, 39370869, 80253596, 80918662, 66967890, 44827191, 80858565, 38147828, 33655889, 80762656, 16427098, 57656023, 16616245, 61177438, 16599871, 81012750, 43720055, 16377820, 16630520, 16585184, 48959726, 16669705, 80907238, 16671315, 71610884, 40980133, 80068517, 47463613, 16352065, 80685733, 81181390]"
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29,"[66463147, 16252859, 80043285, 81139721, 16128380, 81088693, 16186933, 80877915, 81225358, 16250059, 77262803, 81137214, 60211068, 61275532, 16143360, 80900128, 57115019, 80834289, 16131370, 80984379, 80831335, 18401777, 80665197, 81024870, 17868933, 16150111, 73181533, 16157537, 53727670]"
66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"[81060743, 81213087, 16439154, 20725396, 81061723, 16041897, 46298153, 38533045, 69288125]"
